Sequence,EventName,ClientComponent,ClientFunction,ServerComponent,ServerFunction,RelationshipType,EventTimestamp
144,get_integer,/extern/cpp_redis/sources/builders/array_builder.cpp,fetch_array_size,/extern/cpp_redis/includes/cpp_redis/builders/integer_builder.hpp,get_integer,Command,2026-05-22T12:42:09.568085Z
145,disconnect,/extern/cpp_redis/sources/core/sentinel.cpp,~sentinel,/extern/cpp_redis/includes/cpp_redis/network/redis_connection.hpp,disconnect,Command,2026-05-22T12:42:09.569085Z
146,split,/include/cpsCore/Utilities/DataPresentation/detail/BasicSerializationImpl.hpp,serialize,/include/cpsCore/Utilities/DataPresentation/detail/Split.h,split,Command,2026-05-22T12:42:09.570085Z
147,stream,/src/Utilities/IDC/NetworkLayer/Serial/SerialHandler.cpp,subscribeOnPackets,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.571085Z
148,onMessageQueue,/src/Utilities/IPC/detail/MessageQueueSubscriptionImpl.cpp,start,/include/cpsCore/Utilities/IPC/detail/MessageQueueSubscriptionImpl.h,onMessageQueue,Command,2026-05-22T12:42:09.572085Z
149,getAll,/src/Synchronization/SynchronizedRunner.cpp,runSynchronized,/include/cpsCore/Aggregation/Aggregator.h,getAll,Command,2026-05-22T12:42:09.573085Z
150,set,/extern/cpp_redis/sources/builders/array_builder.cpp,fetch_array_size,/extern/cpp_redis/includes/cpp_redis/core/reply.hpp,set,Command,2026-05-22T12:42:09.574085Z
151,set_nb_workers,/extern/cpp_redis/sources/network/tcp_client.cpp,set_nb_workers,/extern/cpp_redis/tacopie/includes/tacopie/network/io_service.hpp,set_nb_workers,Command,2026-05-22T12:42:09.575085Z
152,get_io_service,/extern/cpp_redis/sources/network/tcp_client.cpp,set_nb_workers,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_client.hpp,get_io_service,Command,2026-05-22T12:42:09.576085Z
153,getInstance,/include/cpsCore/Utilities/EnumMap.hpp,convert,/include/cpsCore/Utilities/EnumMap.hpp,getInstance,Command,2026-05-22T12:42:09.577085Z
154,load,/src/Utilities/DataPresentation/detail/BasicSerialization.cpp,split,/include/cpsCore/Utilities/DataPresentation/detail/BasicSerialization.h,load,Command,2026-05-22T12:42:09.578085Z
155,load,/src/Utilities/DataPresentation/detail/BasicSerialization.cpp,split,/src/Utilities/DataPresentation/detail/BasicSerialization.cpp,load,Command,2026-05-22T12:42:09.579085Z
156,stream,/src/Utilities/IDC/NetworkLayer/Redis/RedisPublisher.cpp,onConnectionEvent,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.580085Z
157,reply_ready,/extern/cpp_redis/sources/builders/bulk_string_builder.cpp,fetch_size,/extern/cpp_redis/includes/cpp_redis/builders/integer_builder.hpp,reply_ready,Command,2026-05-22T12:42:09.581085Z
158,cancel_reconnect,/extern/cpp_redis/sources/core/client.cpp,~client,/extern/cpp_redis/includes/cpp_redis/core/client.hpp,cancel_reconnect,Command,2026-05-22T12:42:09.582085Z
159,createSpecific,/include/cpsCore/Framework/StaticFactory.h,create,/include/cpsCore/Framework/StaticFactory.h,createSpecific,Command,2026-05-22T12:42:09.583085Z
160,getSize,/include/cpsCore/Utilities/DataPresentation/BinarySerialization.hpp,deserialize,/include/cpsCore/Utilities/Packet.h,getSize,Command,2026-05-22T12:42:09.584085Z
161,add,/src/Aggregation/Aggregator.cpp,mergeInto,/include/cpsCore/Aggregation/Aggregator.h,add,Command,2026-05-22T12:42:09.585085Z
162,stream,/src/Utilities/Scheduler/Event.cpp,changePeriod,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.586085Z
163,str,/tests/Aggregation/AggregatableObjectTest.cpp,C_A_T_C_H_T_E_S_T_0,/extern/Catch2/single_include/catch2/catch.hpp,str,Command,2026-05-22T12:42:09.587085Z
164,dispatch_changed_handler,/extern/cpp_redis/sources/core/consumer.cpp,consumer,/extern/cpp_redis/includes/cpp_redis/core/consumer.hpp,dispatch_changed_handler,Command,2026-05-22T12:42:09.588085Z
165,is_integer,/extern/cpp_redis/sources/core/reply.cpp,try_get_int,/extern/cpp_redis/includes/cpp_redis/core/reply.hpp,is_integer,Command,2026-05-22T12:42:09.589085Z
166,is_running,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,start,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_server.hpp,is_running,Command,2026-05-22T12:42:09.590085Z
167,clear,/src/Aggregation/Aggregator.cpp,mergeInto,/include/cpsCore/Aggregation/DynamicContainer/DynamicObjectContainer.h,clear,Command,2026-05-22T12:42:09.591085Z
168,connect,/src/Utilities/IDC/NetworkLayer/Redis/RedisSubscriber.cpp,connect,/extern/cpp_redis/includes/cpp_redis/core/subscriber.hpp,connect,Command,2026-05-22T12:42:09.592085Z
169,get_simple_string,/extern/cpp_redis/sources/builders/error_builder.cpp,get_error,/extern/cpp_redis/includes/cpp_redis/builders/simple_string_builder.hpp,get_simple_string,Command,2026-05-22T12:42:09.593085Z
170,disconnect,/extern/cpp_redis/sources/network/redis_connection.cpp,~redis_connection,/extern/cpp_redis/includes/cpp_redis/network/tcp_client_iface.hpp,disconnect,Command,2026-05-22T12:42:09.594085Z
171,stream,/include/cpsCore/Utilities/DataPresentation/BinarySerialization.hpp,deserialize,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.595085Z
172,stream,/include/cpsCore/Utilities/EnumMap.hpp,convert,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.596085Z
173,stream,/src/Utilities/IDC/IDC.cpp,sendPacket,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.597085Z
174,is_array,/extern/cpp_redis/sources/core/types.cpp,xstream,/extern/cpp_redis/includes/cpp_redis/core/reply.hpp,is_array,Command,2026-05-22T12:42:09.598085Z
175,bind,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,start,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_socket.hpp,bind,Command,2026-05-22T12:42:09.599085Z
176,cancel_reconnect,/extern/cpp_redis/sources/core/subscriber.cpp,~subscriber,/extern/cpp_redis/includes/cpp_redis/core/subscriber.hpp,cancel_reconnect,Command,2026-05-22T12:42:09.600085Z
177,as_array,/extern/cpp_redis/sources/core/types.cpp,xstream,/extern/cpp_redis/includes/cpp_redis/core/reply.hpp,as_array,Command,2026-05-22T12:42:09.601085Z
178,listen,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,start,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_socket.hpp,listen,Command,2026-05-22T12:42:09.602085Z
179,run,/include/cpsCore/Synchronization/IRunnableObject.h,runAllStages,/include/cpsCore/Synchronization/IRunnableObject.h,run,Command,2026-05-22T12:42:09.603085Z
180,stream,/src/Utilities/IDC/NetworkLayer/Redis/RedisSubscriber.cpp,connect,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.604085Z
181,is_string,/extern/cpp_redis/sources/core/types.cpp,xstream,/extern/cpp_redis/includes/cpp_redis/core/reply.hpp,is_string,Command,2026-05-22T12:42:09.605085Z
182,getBuffer,/include/cpsCore/Utilities/DataPresentation/BinarySerialization.hpp,deserialize,/include/cpsCore/Utilities/Packet.h,getBuffer,Command,2026-05-22T12:42:09.606085Z
183,flush,/src/Logging/CPSLogger.cpp,log,/include/cpsCore/Logging/CPSLogger.h,flush,Command,2026-05-22T12:42:09.607085Z
184,store,/src/Utilities/DataPresentation/detail/BasicSerialization.cpp,split,/include/cpsCore/Utilities/DataPresentation/detail/BasicSerialization.h,store,Command,2026-05-22T12:42:09.608085Z
185,store,/src/Utilities/DataPresentation/detail/BasicSerialization.cpp,split,/src/Utilities/DataPresentation/detail/BasicSerialization.cpp,store,Command,2026-05-22T12:42:09.609085Z
186,create_builder,/extern/cpp_redis/sources/builders/reply_builder.cpp,build_reply,/extern/cpp_redis/includes/cpp_redis/builders/builders_factory.hpp,create_builder,Command,2026-05-22T12:42:09.610085Z
187,is_connected,/extern/cpp_redis/sources/core/client.cpp,~client,/extern/cpp_redis/includes/cpp_redis/core/sentinel.hpp,is_connected,Command,2026-05-22T12:42:09.611085Z
188,as_string,/extern/cpp_redis/sources/core/types.cpp,xstream,/extern/cpp_redis/includes/cpp_redis/core/reply.hpp,as_string,Command,2026-05-22T12:42:09.612085Z
189,async_read,/extern/cpp_redis/sources/network/tcp_client.cpp,async_read,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_client.hpp,async_read,Command,2026-05-22T12:42:09.613085Z
190,track,/extern/cpp_redis/tacopie/sources/network/tcp_client.cpp,tcp_client,/extern/cpp_redis/tacopie/includes/tacopie/network/io_service.hpp,track,Command,2026-05-22T12:42:09.614085Z
191,track,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,start,/extern/cpp_redis/tacopie/includes/tacopie/network/io_service.hpp,track,Command,2026-05-22T12:42:09.615085Z
192,stream,/src/Synchronization/SimpleRunner.cpp,runStages,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.616085Z
193,convert,/src/Synchronization/SimpleRunner.cpp,runStages,/include/cpsCore/Utilities/EnumMap.hpp,convert,Command,2026-05-22T12:42:09.617085Z
194,auth,/src/Utilities/IDC/NetworkLayer/Redis/RedisSubscriber.cpp,connect,/extern/cpp_redis/includes/cpp_redis/core/subscriber.hpp,auth,Command,2026-05-22T12:42:09.618085Z
195,onSharedMemory,/src/Utilities/IPC/detail/SharedMemorySubscriptionImpl.cpp,start,/include/cpsCore/Utilities/IPC/detail/SharedMemorySubscriptionImpl.h,onSharedMemory,Command,2026-05-22T12:42:09.619085Z
196,get_integer,/extern/cpp_redis/sources/builders/bulk_string_builder.cpp,fetch_size,/extern/cpp_redis/includes/cpp_redis/builders/integer_builder.hpp,get_integer,Command,2026-05-22T12:42:09.620085Z
197,disconnect,/extern/cpp_redis/sources/core/client.cpp,~client,/extern/cpp_redis/includes/cpp_redis/core/sentinel.hpp,disconnect,Command,2026-05-22T12:42:09.621085Z
198,set_rd_callback,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,start,/extern/cpp_redis/tacopie/includes/tacopie/network/io_service.hpp,set_rd_callback,Command,2026-05-22T12:42:09.622085Z
199,on_read_available,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,start,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_server.hpp,on_read_available,Command,2026-05-22T12:42:09.623085Z
200,clear,/src/Aggregation/Aggregator.cpp,clear,/include/cpsCore/Aggregation/DynamicContainer/DynamicObjectContainer.h,clear,Command,2026-05-22T12:42:09.624085Z
201,runStage,/src/Synchronization/SimpleRunner.cpp,runStages,/include/cpsCore/Synchronization/SimpleRunner.h,runStage,Command,2026-05-22T12:42:09.625085Z
202,subscribe,/src/Utilities/IDC/NetworkLayer/Redis/RedisSubscriber.cpp,connect,/extern/cpp_redis/includes/cpp_redis/core/subscriber.hpp,subscribe,Command,2026-05-22T12:42:09.626085Z
203,boundAngleRad,/src/Utilities/LinearAlgebra.cpp,eulerToQuaternion,/include/cpsCore/Utilities/LinearAlgebra.h,boundAngleRad,Command,2026-05-22T12:42:09.627085Z
204,boundAngleRad,/src/Utilities/LinearAlgebra.cpp,eulerToQuaternion,/src/Utilities/LinearAlgebra.cpp,boundAngleRad,Command,2026-05-22T12:42:09.628085Z
205,is_connected,/extern/cpp_redis/sources/core/subscriber.cpp,~subscriber,/extern/cpp_redis/includes/cpp_redis/core/sentinel.hpp,is_connected,Command,2026-05-22T12:42:09.629085Z
206,fetch_task_or_stop,/extern/cpp_redis/tacopie/sources/utils/thread_pool.cpp,run,/extern/cpp_redis/tacopie/includes/tacopie/utils/thread_pool.hpp,fetch_task_or_stop,Command,2026-05-22T12:42:09.630085Z
207,onChannel,/src/Utilities/IDC/NetworkLayer/Redis/RedisSubscriber.cpp,connect,/include/cpsCore/Utilities/IDC/NetworkLayer/Redis/RedisSubscriber.h,onChannel,Command,2026-05-22T12:42:09.631085Z
208,stream,/src/Utilities/IDC/NetworkLayer/Serial/SerialHandler.cpp,sendPacket,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.632085Z
209,complete,/tests/Aggregation/AggregatableObjectTest.cpp,C_A_T_C_H_T_E_S_T_0,/extern/Catch2/single_include/catch2/catch.hpp,complete,Command,2026-05-22T12:42:09.633085Z
210,handleExpr,/tests/Aggregation/AggregatableObjectTest.cpp,C_A_T_C_H_T_E_S_T_0,/extern/Catch2/single_include/catch2/catch.hpp,handleExpr,Command,2026-05-22T12:42:09.634085Z
211,isSet,/tests/Aggregation/AggregatableObjectTest.cpp,C_A_T_C_H_T_E_S_T_0,/include/cpsCore/Aggregation/AggregatableObject.hpp,isSet,Command,2026-05-22T12:42:09.635085Z
212,instance,/tests/Configuration/PropertyMapperTest.cpp,C_A_T_C_H_T_E_S_T_2,/include/cpsCore/Logging/CPSLogger.h,instance,Command,2026-05-22T12:42:09.636085Z
213,setLogLevel,/tests/Configuration/PropertyMapperTest.cpp,C_A_T_C_H_T_E_S_T_2,/include/cpsCore/Logging/CPSLogger.h,setLogLevel,Command,2026-05-22T12:42:09.637085Z
214,disconnect,/extern/cpp_redis/sources/core/subscriber.cpp,~subscriber,/extern/cpp_redis/includes/cpp_redis/core/sentinel.hpp,disconnect,Command,2026-05-22T12:42:09.638085Z
215,cleanUp,/src/Synchronization/SynchronizedRunnerMaster.cpp,~SynchronizedRunnerMaster,/include/cpsCore/Synchronization/SynchronizedRunnerMaster.h,cleanUp,Command,2026-05-22T12:42:09.639085Z
216,auth,/src/Utilities/IDC/NetworkLayer/Redis/RedisPublisher.cpp,onConnectionEvent,/extern/cpp_redis/includes/cpp_redis/core/client.hpp,auth,Command,2026-05-22T12:42:09.640085Z
217,test_dir,/tests/Configuration/PropertyMapperTest.cpp,C_A_T_C_H_T_E_S_T_2,/include/cpsCore/Utilities/Test/TestInfo.h,test_dir,Command,2026-05-22T12:42:09.641085Z
218,build_reply,/extern/cpp_redis/sources/builders/bulk_string_builder.cpp,fetch_size,/extern/cpp_redis/includes/cpp_redis/builders/bulk_string_builder.hpp,build_reply,Command,2026-05-22T12:42:09.642085Z
219,setBit,/src/Utilities/DataPresentation/hamming74.cpp,decode,/include/cpsCore/Utilities/DataPresentation/hamming74.h,setBit,Command,2026-05-22T12:42:09.643085Z
220,commit,/src/Utilities/IDC/NetworkLayer/Redis/RedisPublisher.cpp,onConnectionEvent,/extern/cpp_redis/includes/cpp_redis/core/client.hpp,commit,Command,2026-05-22T12:42:09.644085Z
221,complete,/tests/Configuration/PropertyMapperTest.cpp,C_A_T_C_H_T_E_S_T_2,/extern/Catch2/single_include/catch2/catch.hpp,complete,Command,2026-05-22T12:42:09.645085Z
222,handleExpr,/tests/Configuration/PropertyMapperTest.cpp,C_A_T_C_H_T_E_S_T_2,/extern/Catch2/single_include/catch2/catch.hpp,handleExpr,Command,2026-05-22T12:42:09.646085Z
223,reply_ready,/extern/cpp_redis/sources/builders/reply_builder.cpp,build_reply,/extern/cpp_redis/includes/cpp_redis/builders/builder_iface.hpp,reply_ready,Command,2026-05-22T12:42:09.647085Z
224,getBuffer,/src/Utilities/IDC/NetworkLayer/Serial/SerialHandler.cpp,sendPacket,/include/cpsCore/Utilities/Packet.h,getBuffer,Command,2026-05-22T12:42:09.648085Z
225,aggregate,/tests/Aggregation/AggregatableObjectTest.cpp,C_A_T_C_H_T_E_S_T_0,/include/cpsCore/Aggregation/Aggregator.h,aggregate,Command,2026-05-22T12:42:09.649085Z
226,get_reply,/extern/cpp_redis/sources/builders/reply_builder.cpp,build_reply,/extern/cpp_redis/includes/cpp_redis/builders/builder_iface.hpp,get_reply,Command,2026-05-22T12:42:09.650085Z
227,is_connected,/extern/cpp_redis/sources/core/client.cpp,~client,/extern/cpp_redis/includes/cpp_redis/network/redis_connection.hpp,is_connected,Command,2026-05-22T12:42:09.651085Z
228,is_connected,/extern/cpp_redis/sources/core/subscriber.cpp,~subscriber,/extern/cpp_redis/includes/cpp_redis/network/redis_connection.hpp,is_connected,Command,2026-05-22T12:42:09.652085Z
229,stream,/include/cpsCore/Utilities/SignalHandler/SignalHandler.h,callSigHandlers,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.653085Z
230,create_builder,/extern/cpp_redis/sources/builders/array_builder.cpp,build_row,/extern/cpp_redis/includes/cpp_redis/builders/builders_factory.hpp,create_builder,Command,2026-05-22T12:42:09.654085Z
231,disconnect,/extern/cpp_redis/sources/core/client.cpp,~client,/extern/cpp_redis/includes/cpp_redis/network/redis_connection.hpp,disconnect,Command,2026-05-22T12:42:09.655085Z
232,disconnect,/extern/cpp_redis/sources/core/subscriber.cpp,~subscriber,/extern/cpp_redis/includes/cpp_redis/network/redis_connection.hpp,disconnect,Command,2026-05-22T12:42:09.656085Z
233,clear,/src/Aggregation/Aggregator.cpp,cleanUp,/include/cpsCore/Aggregation/Aggregator.h,clear,Command,2026-05-22T12:42:09.657085Z
234,get_host,/extern/cpp_redis/tacopie/sources/network/tcp_client.cpp,get_host,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_socket.hpp,get_host,Command,2026-05-22T12:42:09.658085Z
235,createSpecific,/include/cpsCore/Framework/StaticFactory.h,createType,/include/cpsCore/Framework/StaticFactory.h,createSpecific,Command,2026-05-22T12:42:09.659085Z
236,stream,/src/Synchronization/SynchronizedRunnerMaster.cpp,runAllStages,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.660085Z
237,getSize,/src/Utilities/IPC/detail/SharedMemoryPublisherImpl.cpp,publish,/include/cpsCore/Utilities/Packet.h,getSize,Command,2026-05-22T12:42:09.661085Z
238,addVector,/tests/Configuration/PropertyMapperTest.cpp,C_A_T_C_H_T_E_S_T_2,/include/cpsCore/Configuration/PropertyMapper.hpp,addVector,Command,2026-05-22T12:42:09.662085Z
239,runStage,/src/Synchronization/SynchronizedRunnerMaster.cpp,runAllStages,/include/cpsCore/Synchronization/SynchronizedRunnerMaster.h,runStage,Command,2026-05-22T12:42:09.663085Z
240,getBuffer,/src/Utilities/IPC/detail/SharedMemorySubscriptionImpl.cpp,onSharedMemory,/include/cpsCore/Utilities/Packet.h,getBuffer,Command,2026-05-22T12:42:09.664085Z
241,connect,/extern/cpp_redis/sources/network/redis_connection.cpp,connect,/extern/cpp_redis/includes/cpp_redis/network/tcp_client_iface.hpp,connect,Command,2026-05-22T12:42:09.665085Z
242,is_running,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,stop,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_server.hpp,is_running,Command,2026-05-22T12:42:09.666085Z
243,getCRC16,/src/Utilities/IDC/NetworkLayer/Serial/SerialHandler.cpp,sendPacket,/include/cpsCore/Utilities/Packet.h,getCRC16,Command,2026-05-22T12:42:09.667085Z
244,tcp_client_disconnection_handler,/extern/cpp_redis/sources/network/redis_connection.cpp,connect,/extern/cpp_redis/includes/cpp_redis/network/redis_connection.hpp,tcp_client_disconnection_handler,Command,2026-05-22T12:42:09.668085Z
245,set_on_disconnection_handler,/extern/cpp_redis/sources/network/redis_connection.cpp,connect,/extern/cpp_redis/includes/cpp_redis/network/tcp_client_iface.hpp,set_on_disconnection_handler,Command,2026-05-22T12:42:09.669085Z
246,serialize,/src/Utilities/IDC/NetworkLayer/Serial/SerialHandler.cpp,sendPacket,/include/cpsCore/Utilities/DataPresentation/BinarySerialization.hpp,serialize,Command,2026-05-22T12:42:09.670085Z
247,client_kill_unpack_arg,/extern/cpp_redis/includes/cpp_redis/impl/client.ipp,client_kill_impl,/extern/cpp_redis/includes/cpp_redis/core/client.hpp,client_kill_unpack_arg,Command,2026-05-22T12:42:09.671085Z
248,reply_ready,/extern/cpp_redis/sources/builders/array_builder.cpp,build_row,/extern/cpp_redis/includes/cpp_redis/builders/builder_iface.hpp,reply_ready,Command,2026-05-22T12:42:09.672085Z
249,stream,/include/cpsCore/Configuration/PropertyMapper.hpp,add,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.673085Z
250,stream,/src/Synchronization/SimpleRunner.cpp,runAllStages,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.674085Z
251,stream,/src/Utilities/IPC/detail/SharedMemoryPublisherImpl.cpp,publish,/include/cpsCore/Logging/CPSLogger.h,stream,Command,2026-05-22T12:42:09.675085Z
252,client_kill_impl,/extern/cpp_redis/includes/cpp_redis/impl/client.ipp,client_kill_impl,/extern/cpp_redis/includes/cpp_redis/core/client.hpp,client_kill_impl,Command,2026-05-22T12:42:09.676085Z
253,async_write,/extern/cpp_redis/sources/network/tcp_client.cpp,async_write,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_client.hpp,async_write,Command,2026-05-22T12:42:09.677085Z
254,get_port,/extern/cpp_redis/tacopie/sources/network/tcp_client.cpp,get_port,/extern/cpp_redis/tacopie/includes/tacopie/network/tcp_socket.hpp,get_port,Command,2026-05-22T12:42:09.678085Z
255,log,/src/Logging/CPSLogger.cpp,log,/include/cpsCore/Logging/CPSLogger.h,log,Command,2026-05-22T12:42:09.679085Z
256,runStage,/src/Synchronization/SimpleRunner.cpp,runAllStages,/include/cpsCore/Synchronization/SimpleRunner.h,runStage,Command,2026-05-22T12:42:09.680085Z
257,untrack,/extern/cpp_redis/tacopie/sources/network/tcp_server.cpp,stop,/extern/cpp_redis/tacopie/includes/tacopie/network/io_service.hpp,untrack,Command,2026-05-22T12:42:09.681085Z
258,createDefaultImpl,/include/cpsCore/Framework/StaticFactory.h,createDefault,/include/cpsCore/Framework/StaticFactory.h,createDefaultImpl,Command,2026-05-22T12:42:09.682085Z
259,joinHandler,/include/cpsCore/Utilities/SignalHandler/SignalHandler.h,callSigHandlers,/include/cpsCore/Utilities/SignalHandler/SignalHandler.h,joinHandler,Command,2026-05-22T12:42:09.683085Z
260,get_reply,/extern/cpp_redis/sources/builders/array_builder.cpp,build_row,/extern/cpp_redis/includes/cpp_redis/builders/builder_iface.hpp,get_reply,Command,2026-05-22T12:42:09.684085Z
